target,split,model,r2_mean,r2_std,mae_mean,mae_std,n_mean
t90_min,random,rf,0.781774359028701,0.07947068423360891,4.201398993530452,0.5702599158092447,148.8
t90_min,random,ridge,0.6364721222208072,0.04260848720480582,7.302681912367433,0.5870292630647191,148.8
tan_delta_0C,patent,dummy,-0.12551083646937905,0.2300129648043024,0.1473654853735052,0.025254758729691292,102.6
tan_delta_0C,patent,hgb,-0.10147888551435633,0.41069770702363206,0.13410232457524207,0.03279443415180483,102.6
tan_delta_0C,patent,pls,-6.4483011706029485,11.309755035851431,0.23092157956805998,0.05763024051902895,102.6
tan_delta_0C,patent,rf,0.015440271319184929,0.2531648272039545,0.1269832263250789,0.023028144990929728,102.6
tan_delta_0C,patent,ridge,-6.34199361127455,11.2203692117356,0.21987077265145608,0.07443420024782693,102.6
tan_delta_0C,random,dummy,-0.006171221734157762,0.007755003591746263,0.14555693110647636,0.012283847273238072,102.6
tan_delta_0C,random,hgb,0.8066316936754179,0.07058103190094929,0.045130394490518,0.006763683989278428,102.6
tan_delta_0C,random,pls,0.7496244760318114,0.04692760979750086,0.06095197989711461,0.006587497263020326,102.6
tan_delta_0C,random,rf,0.8192238009050262,0.06248871134108375,0.04467024817857695,0.0055239216322011285,102.6
tan_delta_0C,random,ridge,0.7354290376174404,0.05079741495662772,0.0644168164563291,0.009709862573404521,102.6
tan_delta_60C,patent,dummy,-0.09246283359960712,0.0951818385029618,0.0424071295182924,0.0065430094085389984,134.6
tan_delta_60C,patent,hgb,-0.294001432537086,0.39068541324817857,0.046084248022456406,0.009033953905222996,134.6
tan_delta_60C,patent,pls,-1.5654301619383861,1.6454999166549085,0.0638352817030923,0.016324890933222723,134.6
tan_delta_60C,patent,rf,-0.08099747051008162,0.19910644085139806,0.0397923283410502,0.010341121507536079,134.6
tan_delta_60C,patent,ridge,-1.328581378619522,1.4694096866089859,0.06120524012899359,0.020383568946680378,134.6
tan_delta_60C,random,dummy,-0.006632077569582595,0.005585779536164767,0.04201222773439982,0.002663042070233889,134.6
tan_delta_60C,random,hgb,0.742195010272535,0.07268097348897784,0.01859389848068873,0.0011299460823562396,134.6
tan_delta_60C,random,pls,0.6791766233098668,0.06372698023301315,0.022461358668259494,0.00134410921783561,134.6
tan_delta_60C,random,rf,0.7414063627474633,0.04385187076169416,0.01910802871775696,0.00120552031310278,134.6
tan_delta_60C,random,ridge,0.6180684861296541,0.14049360221971857,0.02461278264863554,0.001707414047328015,134.6
tensile_strength_MPa,patent,dummy,-0.013331651873925088,0.009341739012943042,3.615934249649095,0.859606078269399,341.4
tensile_strength_MPa,patent,hgb,-0.350149703533077,0.6253753891710712,3.6170212710570184,1.0154735563021844,341.4
tensile_strength_MPa,patent,pls,-1.319367015312252,0.9195840358834078,5.5373640663121755,1.0336045301190089,341.4
tensile_strength_MPa,patent,rf,0.056665941734411994,0.11582590895859111,3.271032627081,0.7871579926504363,341.4
tensile_strength_MPa,patent,ridge,-0.38991570374335277,0.39297135631979074,4.175104740245483,0.7861734426101242,341.4
tensile_strength_MPa,random,dummy,-0.004526151753922747,0.005114712632304582,3.603755573056644,0.2891587468586974,341.4
tensile_strength_MPa,random,hgb,0.8031889976535448,0.06422613547962452,1.495603997213892,0.18728337817115406,341.4
tensile_strength_MPa,random,pls,0.4583449015002207,0.16311951074267997,2.6019505016363516,0.33253070779003346,341.4
tensile_strength_MPa,random,rf,0.7957944975882432,0.06951815417494542,1.5402897198955177,0.1960466474995336,341.4
tensile_strength_MPa,random,ridge,0.46048097002554844,0.16815562756173497,2.5738462714080113,0.3280975710178736,341.4
