target,split,model,fold,n_train,n_test,r2,mae,time_s
M300_MPa,patent,hgb,0,1213,304,-0.0786568657061637,3.566896404412655,1.25
M300_MPa,patent,hgb,1,1213,304,0.2049012987646991,3.1969675561999367,2.45
M300_MPa,patent,hgb,2,1214,303,0.46133988351679645,2.4515316627303414,3.73
M300_MPa,patent,hgb,3,1214,303,0.21587820431970395,3.0596798227397395,4.92
M300_MPa,patent,hgb,4,1214,303,0.3580781362763704,2.81905970993994,6.18
M100_MPa,random,dummy,0,892,223,-2.5032761121090985e-05,1.1003557531822479,0.03
M100_MPa,random,dummy,1,892,223,-0.0034360504252008983,0.9903452009893623,0.06
M100_MPa,random,dummy,2,892,223,-0.0011962540628855933,1.1060420931448451,0.1
M100_MPa,random,dummy,3,892,223,-0.0001069538732143549,0.970901646926341,0.13
M100_MPa,random,dummy,4,892,223,-0.0004407041001541767,1.0546704639144158,0.16
M100_MPa,random,ridge,0,892,223,0.646769943672029,0.6342554498068534,0.04
M100_MPa,random,ridge,1,892,223,0.46148227220246496,0.6344235860863593,0.07
M100_MPa,random,ridge,2,892,223,0.6100957161391942,0.6159900252858096,0.11
M100_MPa,random,ridge,3,892,223,0.6449263230429406,0.598424368343535,0.14
M100_MPa,random,ridge,4,892,223,0.7428121446713969,0.5888183582722432,0.17
M100_MPa,random,pls,0,892,223,0.6416584252642956,0.6528693080847912,0.04
M100_MPa,random,pls,1,892,223,0.4912545015827605,0.6237529351466096,0.08
M100_MPa,random,pls,2,892,223,0.5848616513566538,0.6269896712619251,0.13
M100_MPa,random,pls,3,892,223,0.6101953637588905,0.6253093106769091,0.17
M100_MPa,random,pls,4,892,223,0.7598994965602981,0.5861720001008686,0.21
M100_MPa,random,rf,0,892,223,0.7652108962995099,0.39104895004613993,0.58
M100_MPa,random,rf,1,892,223,0.7718586390745463,0.3512017096106935,1.14
M100_MPa,random,rf,2,892,223,0.7464873397970341,0.41918089410489584,1.72
M100_MPa,random,rf,3,892,223,0.7418478190019497,0.40475759752908264,2.29
M100_MPa,random,rf,4,892,223,0.9084021973075338,0.3167139645514298,2.87
M100_MPa,random,hgb,0,892,223,0.8482963788017291,0.33118673093938883,0.97
M100_MPa,random,hgb,1,892,223,0.7343067191621768,0.36117174038237343,1.93
M100_MPa,random,hgb,2,892,223,0.658668029903817,0.45525768329726174,2.86
M100_MPa,random,hgb,3,892,223,0.725366965432523,0.42411143458850453,3.78
M100_MPa,random,hgb,4,892,223,0.9038080422442215,0.3285781480595266,4.78
M100_MPa,patent,dummy,0,892,223,-0.3918956503091078,1.7186928150576122,0.03
M100_MPa,patent,dummy,1,892,223,-0.1064276307933183,0.833058175310181,0.07
M100_MPa,patent,dummy,2,892,223,-0.3612843016546252,0.8762192583804221,0.1
M100_MPa,patent,dummy,3,892,223,-0.1264562132407796,1.0067298759275272,0.14
M100_MPa,patent,dummy,4,892,223,-0.0018902884443736667,1.0228853485893543,0.17
M100_MPa,patent,ridge,0,892,223,0.24232708645134726,1.02950302267577,0.04
M100_MPa,patent,ridge,1,892,223,-0.19193181706155316,0.7259248279708496,0.11
M100_MPa,patent,ridge,2,892,223,-1.5718435868269425,1.077546148405461,0.16
M100_MPa,patent,ridge,3,892,223,-0.48087493318214825,1.1234513441218787,0.19
M100_MPa,patent,ridge,4,892,223,-0.09422663429608336,1.0431856921995049,0.23
M100_MPa,patent,pls,0,892,223,0.018835721756214063,1.198517532931593,0.05
M100_MPa,patent,pls,1,892,223,-0.7741980360646807,0.8964582936879356,0.09
M100_MPa,patent,pls,2,892,223,-3.287992199826319,1.4554757487330894,0.14
M100_MPa,patent,pls,3,892,223,-2.1852808350514485,1.5960720031332156,0.19
M100_MPa,patent,pls,4,892,223,-1.4856135382328945,1.4959211438966793,0.23
M100_MPa,patent,rf,0,892,223,0.27776111752139965,1.0413385522212717,0.59
M100_MPa,patent,rf,1,892,223,0.14504930103868852,0.5372149432958842,1.14
M100_MPa,patent,rf,2,892,223,0.05779744830172717,0.5997720318355424,1.73
M100_MPa,patent,rf,3,892,223,-0.19741520486833775,0.8740139622653643,2.3
M100_MPa,patent,rf,4,892,223,0.22067832893795847,0.9020906868122235,2.85
M100_MPa,patent,hgb,0,892,223,0.24289877687965544,1.0742585974016827,1.13
M100_MPa,patent,hgb,1,892,223,0.36894264378336483,0.5248582211188118,2.12
M100_MPa,patent,hgb,2,892,223,-0.09675997401340353,0.6680800272035838,3.07
M100_MPa,patent,hgb,3,892,223,-1.200509694417951,1.166800795437038,4.03
M100_MPa,patent,hgb,4,892,223,0.30131198988741625,0.8231372314681159,4.97
tensile_strength_MPa,random,dummy,0,1365,342,-0.00022659152774551217,3.651656973630658,0.04
tensile_strength_MPa,random,dummy,1,1365,342,-0.006472791493191465,3.478832952038215,0.08
tensile_strength_MPa,random,dummy,2,1366,341,-0.0030480871885134597,3.1873240469208213,0.12
tensile_strength_MPa,random,dummy,3,1366,341,-0.00040663729018763917,3.7470704005530204,0.17
