target,split,model,fold,n_train,n_test,r2,mae,time_s
tan_delta_0C,random,rf,1,410,103,0.7606704708073044,0.0480026240802491,0.66
tan_delta_0C,random,rf,2,410,103,0.7558825534520008,0.0452121570605484,0.98
tan_delta_0C,random,rf,3,411,102,0.8971057878253778,0.03500135423863273,1.3
tan_delta_0C,random,rf,4,411,102,0.8173073859622103,0.04800355089282535,1.62
tan_delta_0C,random,hgb,0,410,103,0.8607203066481726,0.0453077386162179,0.44
tan_delta_0C,random,hgb,1,410,103,0.7328952911160538,0.049563587972244846,0.89
tan_delta_0C,random,hgb,2,410,103,0.7892972003349616,0.041966729080489824,1.37
tan_delta_0C,random,hgb,3,411,102,0.8978544096320109,0.03568200765735813,1.82
tan_delta_0C,random,hgb,4,411,102,0.7523912606458902,0.05313190912627929,2.28
tan_delta_0C,patent,dummy,0,410,103,-0.0363201159394515,0.13529268932038835,0.03
tan_delta_0C,patent,dummy,1,410,103,-0.009886374830545552,0.14975377669902915,0.05
tan_delta_0C,patent,dummy,2,410,103,-0.5364491153510074,0.11926889391427897,0.08
tan_delta_0C,patent,dummy,3,411,102,-0.012799920131118858,0.14508257191927865,0.11
tan_delta_0C,patent,dummy,4,411,102,-0.03209865609477203,0.1874294950145508,0.13
tan_delta_0C,patent,ridge,0,410,103,-0.9765182228793399,0.1783816781043257,0.03
tan_delta_0C,patent,ridge,1,410,103,0.19199909476627297,0.13298014846330924,0.05
tan_delta_0C,patent,ridge,2,410,103,-26.134686342784672,0.2884373202889838,0.08
tan_delta_0C,patent,ridge,3,411,102,-4.540511943182462,0.3063472086273658,0.11
tan_delta_0C,patent,ridge,4,411,102,-0.2502506422925457,0.19320750777329584,0.14
tan_delta_0C,patent,pls,0,410,103,-1.5091471704294719,0.1852435285555954,0.03
tan_delta_0C,patent,pls,1,410,103,-0.7666326287687,0.19912285029400276,0.07
tan_delta_0C,patent,pls,2,410,103,-26.57381960775542,0.3277263112333497,0.1
tan_delta_0C,patent,pls,3,411,102,-3.2386005957982045,0.238997305628475,0.13
tan_delta_0C,patent,pls,4,411,102,-0.15330585026294363,0.20351790212887702,0.16
tan_delta_0C,patent,rf,0,410,103,-0.29311766640499526,0.14375959650334227,0.33
tan_delta_0C,patent,rf,1,410,103,-0.01186783408736547,0.13781951716400653,0.65
tan_delta_0C,patent,rf,2,410,103,0.13646691296854174,0.08653360404460693,0.99
tan_delta_0C,patent,rf,3,411,102,-0.12481981433374867,0.132033437699805,1.35
tan_delta_0C,patent,rf,4,411,102,0.3705397584534923,0.1347699762136338,1.67
tan_delta_0C,patent,hgb,0,410,103,-0.61012862879169,0.17012440532048173,0.5
tan_delta_0C,patent,hgb,1,410,103,0.33496238695302927,0.10293792994171697,0.95
tan_delta_0C,patent,hgb,2,410,103,-0.019375939569512557,0.09582033247890043,1.43
tan_delta_0C,patent,hgb,3,411,102,-0.43710348586682213,0.1529342437240274,1.96
tan_delta_0C,patent,hgb,4,411,102,0.2242512397032138,0.1486947114110838,2.53
tan_delta_60C,random,dummy,0,538,135,-0.01159529513289459,0.0448974184221396,0.03
tan_delta_60C,random,dummy,1,538,135,-0.0040508572362880635,0.04349250034421038,0.06
tan_delta_60C,random,dummy,2,538,135,-0.0012568342187155856,0.03931552251135894,0.08
tan_delta_60C,random,dummy,3,539,134,-0.013612061956134625,0.03903459834408662,0.11
tan_delta_60C,random,dummy,4,539,134,-0.002645339303880112,0.04332109905020353,0.14
tan_delta_60C,random,ridge,0,538,135,0.6954949007598528,0.024105008225034665,0.03
tan_delta_60C,random,ridge,1,538,135,0.6808810224717999,0.025250258935920637,0.06
tan_delta_60C,random,ridge,2,538,135,0.37857438639207697,0.02727083079701162,0.09
tan_delta_60C,random,ridge,3,539,134,0.6096860244531863,0.023067505842778734,0.13
tan_delta_60C,random,ridge,4,539,134,0.7257060965713543,0.023370309442432034,0.16
tan_delta_60C,random,pls,0,538,135,0.7587990833428322,0.0204172419964981,0.04
tan_delta_60C,random,pls,1,538,135,0.6733133856696443,0.023937566759102902,0.07
tan_delta_60C,random,pls,2,538,135,0.6319814966506403,0.023331036214318944,0.11
tan_delta_60C,random,pls,3,539,134,0.6055199418222809,0.022493564019318225,0.14
tan_delta_60C,random,pls,4,539,134,0.7262692090639363,0.02212738435205929,0.18
tan_delta_60C,random,rf,0,538,135,0.7659965705563744,0.0190846290509776,0.42
tan_delta_60C,random,rf,1,538,135,0.7983529380438787,0.017710127540004245,0.92
tan_delta_60C,random,rf,2,538,135,0.6813816456360474,0.020644288941423124,1.43
tan_delta_60C,random,rf,3,539,134,0.728413774010439,0.01818691185037691,1.95
tan_delta_60C,random,rf,4,539,134,0.7328868854905766,0.019914186206002923,2.4
tan_delta_60C,random,hgb,0,538,135,0.826164453610808,0.01751942395603932,0.57
tan_delta_60C,random,hgb,1,538,135,0.778976942864354,0.017889572815317573,1.16
tan_delta_60C,random,hgb,2,538,135,0.6297956754068676,0.02032114252390637,1.73
tan_delta_60C,random,hgb,3,539,134,0.7326417750208759,0.018133959843372745,2.31
tan_delta_60C,random,hgb,4,539,134,0.7433962044597693,0.019105393264807643,2.9
tan_delta_60C,patent,dummy,0,538,135,-0.048837733615322065,0.03973899490568636,0.03
tan_delta_60C,patent,dummy,1,538,135,-0.03692743449346114,0.044047484510532836,0.05
tan_delta_60C,patent,dummy,2,538,135,-0.01873978975313295,0.052564305383450374,0.08
tan_delta_60C,patent,dummy,3,539,134,-0.2526323227782272,0.04072279788441835,0.1
tan_delta_60C,patent,dummy,4,539,134,-0.10517688735789221,0.03496206490737408,0.13
tan_delta_60C,patent,ridge,0,538,135,0.15464643358611962,0.0376830615155072,0.03
tan_delta_60C,patent,ridge,1,538,135,-0.6877369159343176,0.06676898001256175,0.06
tan_delta_60C,patent,ridge,2,538,135,-1.9638554198452307,0.08324860712601213,0.09
tan_delta_60C,patent,ridge,3,539,134,-3.575341927067198,0.07624285350932788,0.12
tan_delta_60C,patent,ridge,4,539,134,-0.5706190638369832,0.04208269848155898,0.14
tan_delta_60C,patent,pls,0,538,135,0.12205008497520464,0.040998245733254716,0.03
tan_delta_60C,patent,pls,1,538,135,-0.9094093308456346,0.07048087728012876,0.07
tan_delta_60C,patent,pls,2,538,135,-1.1535913958234514,0.07180047859539275,0.1
tan_delta_60C,patent,pls,3,539,134,-4.282347445526733,0.08214407534422914,0.13
tan_delta_60C,patent,pls,4,539,134,-1.6038527224713168,0.05375273156245616,0.17
tan_delta_60C,patent,rf,0,538,135,0.1884965936337909,0.03193982426471358,0.36
tan_delta_60C,patent,rf,1,538,135,-0.23840314388410744,0.047880340250679394,0.71
tan_delta_60C,patent,rf,2,538,135,-0.285287176219841,0.053802452990051874,1.07
tan_delta_60C,patent,rf,3,539,134,0.052238361939983546,0.031460213930622344,1.44
tan_delta_60C,patent,rf,4,539,134,-0.12203198802023407,0.03387881026918381,1.81
tan_delta_60C,patent,hgb,0,538,135,0.30247366767594963,0.03442214983736702,0.59
tan_delta_60C,patent,hgb,1,538,135,-0.12323902442350354,0.05199328415101302,1.17
tan_delta_60C,patent,hgb,2,538,135,-0.4351911282409977,0.05775457403104405,1.82
tan_delta_60C,patent,hgb,3,539,134,-0.537399333351575,0.042170489061766334,2.54
tan_delta_60C,patent,hgb,4,539,134,-0.6766513443453035,0.04408074303109159,3.1
abrasion_loss_mm3,random,dummy,0,388,97,-0.011091093343627678,25.33894941013923,0.02
abrasion_loss_mm3,random,dummy,1,388,97,-9.832204223458874e-06,28.102314273567863,0.05
abrasion_loss_mm3,random,dummy,2,388,97,-0.0030994136725537302,24.725661600595174,0.07
abrasion_loss_mm3,random,dummy,3,388,97,-0.00012541626249307214,26.37839037092146,0.1
abrasion_loss_mm3,random,dummy,4,388,97,-0.0015821519727794442,30.538619938356888,0.12
abrasion_loss_mm3,random,ridge,0,388,97,0.2802215275060447,20.295715574561182,0.03
abrasion_loss_mm3,random,ridge,1,388,97,0.16838106092298677,20.226570018566264,0.06
abrasion_loss_mm3,random,ridge,2,388,97,0.48539256184968727,17.093053762660904,0.08
abrasion_loss_mm3,random,ridge,3,388,97,0.3357507690370154,18.69506807991976,0.11
abrasion_loss_mm3,random,ridge,4,388,97,0.06143400103558516,23.728194741494832,0.14
abrasion_loss_mm3,random,pls,0,388,97,0.24917698298788105,21.905574452916284,0.03
abrasion_loss_mm3,random,pls,1,388,97,0.008944676635423199,22.051235931778486,0.06
abrasion_loss_mm3,random,pls,2,388,97,0.35134935323138927,19.521878232541628,0.09
abrasion_loss_mm3,random,pls,3,388,97,0.18446272052312662,20.05108186999107,0.12
abrasion_loss_mm3,random,pls,4,388,97,-0.232957161812555,25.480097869473283,0.14
abrasion_loss_mm3,random,rf,0,388,97,0.5963801360969652,13.868275962365248,0.31
abrasion_loss_mm3,random,rf,1,388,97,0.4256662077758604,14.896637848909391,0.62
abrasion_loss_mm3,random,rf,2,388,97,0.6707450646652267,12.75993811339863,0.94
abrasion_loss_mm3,random,rf,3,388,97,0.6226703686199806,13.930482351909248,1.26
abrasion_loss_mm3,random,rf,4,388,97,0.39584351438825727,18.082826334090402,1.58
abrasion_loss_mm3,random,hgb,0,388,97,0.6782829022263565,13.014266275488023,0.51
abrasion_loss_mm3,random,hgb,1,388,97,0.4734403413916157,15.205238909968632,1.01
abrasion_loss_mm3,random,hgb,2,388,97,0.5478023777765773,14.06070383376493,1.45
abrasion_loss_mm3,random,hgb,3,388,97,0.6519317194638752,13.13663798386685,1.86
abrasion_loss_mm3,random,hgb,4,388,97,0.49689792754639517,17.4418595653106,2.28
abrasion_loss_mm3,patent,dummy,0,388,97,-0.0044238797301205945,26.761295036667022,0.02
abrasion_loss_mm3,patent,dummy,1,388,97,-0.14284889414279522,26.83580082899352,0.05
abrasion_loss_mm3,patent,dummy,2,388,97,-0.00788394088432609,28.226721755765755,0.07
abrasion_loss_mm3,patent,dummy,3,388,97,-0.08747423785196906,26.849186948666173,0.1
abrasion_loss_mm3,patent,dummy,4,388,97,-0.001722825434057551,27.40459666276969,0.12
abrasion_loss_mm3,patent,ridge,0,388,97,-0.1521785155763573,32.60221324109998,0.02
abrasion_loss_mm3,patent,ridge,1,388,97,-2.410373569850784,38.905384844398114,0.05
abrasion_loss_mm3,patent,ridge,2,388,97,-1.1071525907051516,44.783702667052204,0.08
abrasion_loss_mm3,patent,ridge,3,388,97,-0.2516258635713986,27.933672059579326,0.1
abrasion_loss_mm3,patent,ridge,4,388,97,-1.4748453654234472,41.14656208718076,0.13
abrasion_loss_mm3,patent,pls,0,388,97,-2.8599345723426457,67.07351610502825,0.03
abrasion_loss_mm3,patent,pls,1,388,97,-38.72590906224543,102.57201018400315,0.07
abrasion_loss_mm3,patent,pls,2,388,97,-3.8258523169629406,70.86842546317716,0.1
abrasion_loss_mm3,patent,pls,3,388,97,-1.8249569216737247,41.589887603915194,0.13
abrasion_loss_mm3,patent,pls,4,388,97,-4.743820669815197,65.59364889025589,0.16
abrasion_loss_mm3,patent,rf,0,388,97,0.20998201062018707,24.163211560142575,0.31
abrasion_loss_mm3,patent,rf,1,388,97,0.4078300941128308,17.00137787561809,0.62
abrasion_loss_mm3,patent,rf,2,388,97,-0.054354384850868964,23.474266623731374,0.92
abrasion_loss_mm3,patent,rf,3,388,97,-0.27196679162280146,29.633813764070975,1.22
abrasion_loss_mm3,patent,rf,4,388,97,-0.05923550335795902,22.60555234607317,1.53
abrasion_loss_mm3,patent,hgb,0,388,97,0.15960285218487347,27.07968880855249,0.42
abrasion_loss_mm3,patent,hgb,1,388,97,0.3676706150622896,19.464005496167967,0.83
abrasion_loss_mm3,patent,hgb,2,388,97,-0.6421402270106862,30.488012728408087,1.3
abrasion_loss_mm3,patent,hgb,3,388,97,0.18634581816790463,23.978269660720773,1.81
abrasion_loss_mm3,patent,hgb,4,388,97,-0.19187794108794032,25.73232030050686,2.26
t90_min,random,dummy,0,595,149,-0.013701948176775502,11.010530708927869,0.03
t90_min,random,dummy,1,595,149,-0.0021261764248299286,10.72805324008798,0.06
t90_min,random,dummy,2,595,149,-0.003787317982660632,12.308526084259208,0.08
t90_min,random,dummy,3,595,149,-0.024300026257392027,10.27068253341605,0.16
t90_min,random,dummy,4,596,148,-0.023298889612654028,13.445077543986939,0.19
t90_min,random,ridge,0,595,149,0.6200522577198455,6.7751337470370885,0.03
t90_min,random,ridge,1,595,149,0.6489687004522058,6.966748859412793,0.07
t90_min,random,ridge,2,595,149,0.6056780948715559,7.73277530244884,0.1
t90_min,random,ridge,3,595,149,0.6024243676744068,6.924244533829868,0.14
t90_min,random,ridge,4,596,148,0.705237190386022,8.11450711910857,0.17
t90_min,random,pls,0,595,149,0.6201262795992837,6.797936215133072,0.04
t90_min,random,pls,1,595,149,0.6539991082664998,6.89704513915178,0.07
t90_min,random,pls,2,595,149,0.6672551911367361,7.233862748728804,0.1
t90_min,random,pls,3,595,149,0.7021560874812773,6.268562002600269,0.13
t90_min,random,pls,4,596,148,0.8128335095092082,7.414557459816715,0.17
t90_min,random,rf,0,595,149,0.8034951169873318,4.0658844849507325,0.36
t90_min,random,rf,1,595,149,0.7528352218991333,4.1639349201776295,0.72
t90_min,random,rf,2,595,149,0.6586818703212615,4.960153114247033,1.09
t90_min,random,rf,3,595,149,0.8344624013735821,3.3919149403422653,1.45
t90_min,random,rf,4,596,148,0.8593971845621963,4.425107507934602,1.82
t90_min,random,hgb,0,595,149,0.8051701426030102,3.894950084114784,0.59
t90_min,random,hgb,1,595,149,0.7097101248323167,4.923944223032265,1.24
t90_min,random,hgb,2,595,149,0.6739217290390229,5.109318948015225,1.89
t90_min,random,hgb,3,595,149,0.7946135997289943,3.803662239984819,2.52
t90_min,random,hgb,4,596,148,0.7977755225441349,5.237215418474214,3.18
t90_min,patent,dummy,0,595,149,-0.8065836529062491,22.29881540804241,0.04
t90_min,patent,dummy,1,595,149,-3.2546803303363916,11.296442389036153,0.07
t90_min,patent,dummy,2,595,149,-0.020883838437949054,13.548544808527435,0.1
t90_min,patent,dummy,3,595,149,-1.2311763282178778,7.734918504314477,0.13
t90_min,patent,dummy,4,596,148,-1.0909525389322279,9.643400145111555,0.16
t90_min,patent,ridge,0,595,149,-1.2971120775626455,31.082080084911325,0.03
t90_min,patent,ridge,1,595,149,-16.18287373245369,20.35575274296377,0.06
t90_min,patent,ridge,2,595,149,-0.7302661899643592,18.229278884363463,0.09
t90_min,patent,ridge,3,595,149,-15.450568665307962,15.377783575248959,0.13
t90_min,patent,ridge,4,596,148,-14.872868001240395,23.818125393550016,0.16
t90_min,patent,pls,0,595,149,-0.7494275973171494,26.71166318162086,0.03
t90_min,patent,pls,1,595,149,-18.092481035234965,20.372786071844935,0.07
t90_min,patent,pls,2,595,149,-0.8344124595979727,24.312664472821364,0.1
t90_min,patent,pls,3,595,149,-55.01374688906101,18.429508962775145,0.14
t90_min,patent,pls,4,596,148,-22.538014317512005,29.811154868360553,0.17
t90_min,patent,rf,0,595,149,-0.6661099888802442,17.50824962384901,0.36
t90_min,patent,rf,1,595,149,-1.457033112724198,6.310113470864701,0.72
t90_min,patent,rf,2,595,149,0.08795500340003659,13.379241858452474,1.06
t90_min,patent,rf,3,595,149,-0.42120213526559835,4.591658657356966,1.38
t90_min,patent,rf,4,596,148,-0.004175647582079334,5.431671257596008,1.72
t90_min,patent,hgb,0,595,149,-0.8102297229778677,21.15029484172728,0.66
t90_min,patent,hgb,1,595,149,-9.55213138047462,14.916274501533756,1.21
t90_min,patent,hgb,2,595,149,0.05970513389181864,13.411275750784116,1.76
t90_min,patent,hgb,3,595,149,-2.2222879619671265,7.684620350916306,2.38
t90_min,patent,hgb,4,596,148,-0.6350189106747555,7.1103259758334465,2.94
mooney_scorch_t5,random,dummy,0,313,79,-0.07164053723823915,5.3313232498887855,0.02
mooney_scorch_t5,random,dummy,1,313,79,-0.048520305323970225,6.3161034496704,0.05
mooney_scorch_t5,random,dummy,2,314,78,-0.0005519341832582736,5.444871794871795,0.07
mooney_scorch_t5,random,dummy,3,314,78,-0.049051621914334875,5.313466438020578,0.09
mooney_scorch_t5,random,dummy,4,314,78,-0.022506350282332832,6.4311505797811535,0.11
mooney_scorch_t5,random,ridge,0,313,79,0.6502319824410843,2.81264615260829,0.02
mooney_scorch_t5,random,ridge,1,313,79,0.667636289602336,3.2209611788695947,0.05
mooney_scorch_t5,random,ridge,2,314,78,0.6450956168501878,3.137276043676589,0.07
mooney_scorch_t5,random,ridge,3,314,78,0.27584213558902215,4.022999481284019,0.1
mooney_scorch_t5,random,ridge,4,314,78,0.6110374058556183,3.7355625977398734,0.12
mooney_scorch_t5,random,pls,0,313,79,0.6871794933860249,2.6614765804019567,0.03
mooney_scorch_t5,random,pls,1,313,79,0.6125487527632574,3.397649381100398,0.06
mooney_scorch_t5,random,pls,2,314,78,0.603186365565795,3.2109268242620708,0.09
mooney_scorch_t5,random,pls,3,314,78,0.4448430569869336,3.713477081087784,0.12
mooney_scorch_t5,random,pls,4,314,78,0.5855644723338302,3.914447044204135,0.15
mooney_scorch_t5,random,rf,0,313,79,0.812441882929909,2.018703344763512,0.27
mooney_scorch_t5,random,rf,1,313,79,0.7563467106007796,2.81214512169662,0.55
mooney_scorch_t5,random,rf,2,314,78,0.7165440567240485,2.6814011592402918,0.82
mooney_scorch_t5,random,rf,3,314,78,0.574975851001408,3.0918512539381195,1.09
mooney_scorch_t5,random,rf,4,314,78,0.7939908502540651,2.491476192347111,1.39
mooney_scorch_t5,random,hgb,0,313,79,0.7894499078423303,2.12449961268744,0.35
mooney_scorch_t5,random,hgb,1,313,79,0.7491826319333614,2.8034170750623777,0.74
mooney_scorch_t5,random,hgb,2,314,78,0.7352094096460444,2.5720830108826616,1.09
mooney_scorch_t5,random,hgb,3,314,78,0.5041807310548538,3.235640286648379,1.44
mooney_scorch_t5,random,hgb,4,314,78,0.7846236581859632,2.542288427451633,1.79
mooney_scorch_t5,patent,dummy,0,313,79,-0.2041025703699353,6.290700448902011,0.03
mooney_scorch_t5,patent,dummy,1,313,79,-0.07930742790659884,4.590052574109274,0.05
mooney_scorch_t5,patent,dummy,2,314,78,-0.04990471723373879,5.777590233545646,0.09
mooney_scorch_t5,patent,dummy,3,314,78,-0.4333723740011488,7.653126735260494,0.12
mooney_scorch_t5,patent,dummy,4,314,78,-0.1111519571918782,5.165049812183571,0.14
mooney_scorch_t5,patent,ridge,0,313,79,-0.9787991682802262,6.301540503368793,0.03
mooney_scorch_t5,patent,ridge,1,313,79,-11.346327538186364,9.303463518606492,0.05
mooney_scorch_t5,patent,ridge,2,314,78,-0.7024871834253814,7.774019579880473,0.08
mooney_scorch_t5,patent,ridge,3,314,78,-1.167626079145713,9.008998754937396,0.11
mooney_scorch_t5,patent,ridge,4,314,78,-3.01354277528418,11.207877068515193,0.14
mooney_scorch_t5,patent,pls,0,313,79,-2.001506285890431,8.17227484594087,0.03
mooney_scorch_t5,patent,pls,1,313,79,-15.575147403781504,10.664112232939317,0.06
mooney_scorch_t5,patent,pls,2,314,78,-3.435935758741759,13.264412840859828,0.09
mooney_scorch_t5,patent,pls,3,314,78,-1.6883419161310842,10.157300859343044,0.11
mooney_scorch_t5,patent,pls,4,314,78,-6.231845873605036,13.758285989610444,0.14
mooney_scorch_t5,patent,rf,0,313,79,0.2144688721842395,4.721431785128089,0.3
mooney_scorch_t5,patent,rf,1,313,79,0.2711300372458978,3.5013958206100897,0.6
mooney_scorch_t5,patent,rf,2,314,78,0.503705711937737,4.26065760226264,0.9
mooney_scorch_t5,patent,rf,3,314,78,-0.6219181212055176,7.661561967316072,1.26
mooney_scorch_t5,patent,rf,4,314,78,0.0004602064062034783,5.053318854734087,1.56
mooney_scorch_t5,patent,hgb,0,313,79,0.2061059536017954,4.559454031470707,0.37
mooney_scorch_t5,patent,hgb,1,313,79,0.31977438321491014,3.468553082516488,0.72
mooney_scorch_t5,patent,hgb,2,314,78,0.4069164736078935,4.747323883557903,1.05
mooney_scorch_t5,patent,hgb,3,314,78,-1.4732269931840154,9.043270397226534,1.44
mooney_scorch_t5,patent,hgb,4,314,78,-0.04512169628565732,5.201815548452716,1.85
rebound_60C_percent,random,dummy,0,237,60,-0.01943849145810539,11.99483122362869,0.04
rebound_60C_percent,random,dummy,1,237,60,-7.055312121195811e-07,11.826912798874824,0.07
rebound_60C_percent,random,dummy,2,238,59,-0.08378102740791338,11.07372881355932,0.1
rebound_60C_percent,random,dummy,3,238,59,-2.1036237660920776e-05,10.218651189289275,0.12
rebound_60C_percent,random,dummy,4,238,59,-0.019667691560810052,11.259792052414188,0.15
rebound_60C_percent,random,ridge,0,237,60,0.7024473056153548,5.6687683431304965,0.03
rebound_60C_percent,random,ridge,1,237,60,0.8141069200671505,4.593726702567451,0.05
rebound_60C_percent,random,ridge,2,238,59,0.7926365827522341,4.390136631664398,0.08
rebound_60C_percent,random,ridge,3,238,59,0.6787511028870391,4.7688642591648955,0.1
rebound_60C_percent,random,ridge,4,238,59,0.8082777563186025,4.576142264885934,0.13
rebound_60C_percent,random,pls,0,237,60,0.6854548281195874,5.848569301216893,0.03
rebound_60C_percent,random,pls,1,237,60,0.73997670800652,4.757437987846208,0.06
rebound_60C_percent,random,pls,2,238,59,0.8564188194051572,3.559630256965429,0.08
rebound_60C_percent,random,pls,3,238,59,0.6759430620783418,4.2335651673352315,0.11
rebound_60C_percent,random,pls,4,238,59,0.7449345939325591,5.002149100933352,0.15
rebound_60C_percent,random,rf,0,237,60,0.8317914692299216,4.443384620712633,0.36
rebound_60C_percent,random,rf,1,237,60,0.8761338594378563,3.77146912478262,0.65
rebound_60C_percent,random,rf,2,238,59,0.8814937295223769,3.3275960000075235,0.94
rebound_60C_percent,random,rf,3,238,59,0.8561934446614978,3.269808142817643,1.24
rebound_60C_percent,random,rf,4,238,59,0.8519938368064356,3.6668825409054233,1.54
rebound_60C_percent,random,hgb,0,237,60,0.880335447127427,4.00344144916643,0.3
rebound_60C_percent,random,hgb,1,237,60,0.9051619763549164,3.5056600400130162,0.58
rebound_60C_percent,random,hgb,2,238,59,0.9167873039422357,2.97473826617353,0.85
rebound_60C_percent,random,hgb,3,238,59,0.8884404368820513,3.1410271003835097,1.16
rebound_60C_percent,random,hgb,4,238,59,0.8376145239277862,4.06076575212958,1.52
rebound_60C_percent,patent,dummy,0,237,60,-0.7399750839834109,6.050386779184247,0.03
rebound_60C_percent,patent,dummy,1,237,60,-0.031645283076862096,11.237735583684952,0.06
rebound_60C_percent,patent,dummy,2,238,59,-0.4676917375863574,9.49111237715426,0.08
rebound_60C_percent,patent,dummy,3,238,59,-0.2351591839717717,16.519961543939612,0.11
rebound_60C_percent,patent,dummy,4,238,59,-2.4062668090959596,17.98961686369463,0.13
rebound_60C_percent,patent,ridge,0,237,60,-7.02669644156833,13.29670156487495,0.03
rebound_60C_percent,patent,ridge,1,237,60,-0.2047864214003592,12.792030045236642,0.06
rebound_60C_percent,patent,ridge,2,238,59,-1.2882509207141668,12.404053030306127,0.09
rebound_60C_percent,patent,ridge,3,238,59,-0.20291143975322834,16.303126828038348,0.11
rebound_60C_percent,patent,ridge,4,238,59,-0.5193802101982998,10.74641870664383,0.14
rebound_60C_percent,patent,pls,0,237,60,-29.977043853379662,26.499288786570826,0.03
rebound_60C_percent,patent,pls,1,237,60,-8.650674215417277,33.957562900201715,0.06
rebound_60C_percent,patent,pls,2,238,59,-8.511434085884478,26.407599692026878,0.09
rebound_60C_percent,patent,pls,3,238,59,-4.234929763640723,35.499255783240315,0.12
rebound_60C_percent,patent,pls,4,238,59,-4.795110619725148,24.393386129551285,0.15
rebound_60C_percent,patent,rf,0,237,60,-2.3151213009316236,8.052003805194797,0.3
rebound_60C_percent,patent,rf,1,237,60,-0.38688810614955726,14.378465692992204,0.61
rebound_60C_percent,patent,rf,2,238,59,-0.4164114477552079,10.237763115077016,0.91
rebound_60C_percent,patent,rf,3,238,59,0.1727956266039028,13.31711270048219,1.21
rebound_60C_percent,patent,rf,4,238,59,-0.5937770516527954,12.312894716582885,1.5
rebound_60C_percent,patent,hgb,0,237,60,-2.8302160433304144,8.41814911072688,0.28
rebound_60C_percent,patent,hgb,1,237,60,-0.7250052805346496,16.76452855736695,0.55
rebound_60C_percent,patent,hgb,2,238,59,0.08629144662774757,7.200172568210901,0.81
rebound_60C_percent,patent,hgb,3,238,59,-0.1685164861669397,16.820262685285446,1.08
rebound_60C_percent,patent,hgb,4,238,59,-0.1386166714707373,10.014918143891638,1.36
